,rate,votes,approx_cost(for two people),clusters
5752,3.9,115,500,1
5753,3.9,76,200,1
5754,3.9,645,600,1
5755,3.9,107,600,1
5756,3.7,70,500,1
5757,3.7,161,300,1
5758,4.2,93,300,1
5759,3.9,252,500,1
5760,4.1,399,300,1
5761,3.4,8,450,1
5762,3.8,38,300,1
5763,3.8,41,100,1
5764,3.2,46,300,1
5765,3.8,113,500,1
5766,4.7,4677,1300,3
5767,4.2,478,800,1
5768,4.4,2266,1100,3
5769,4.1,614,1100,0
5770,4.3,519,1400,0
5771,4.5,1623,1300,0
5772,4.1,484,600,1
5773,4.4,514,3200,0
5774,4.3,655,750,1
5775,4.1,339,2500,0
5776,4.2,133,1500,0
5777,4.0,324,1300,0
5778,4.2,552,1200,0
5779,4.1,153,300,1
5780,4.4,309,4000,0
5781,4.2,475,1700,0
5782,4.3,860,1000,0
5783,4.0,113,2500,0
5784,4.2,740,750,1
5785,3.9,169,600,1
5786,4.0,378,850,1
5787,3.9,430,550,1
5788,4.1,391,600,1
5789,3.8,207,400,1
5790,3.7,161,700,1
5791,4.0,456,1000,1
5792,4.1,211,200,1
5793,3.9,255,700,1
5794,4.1,402,750,1
5795,2.8,109,500,1
5796,3.3,200,700,1
5797,3.9,297,750,1
5798,3.8,91,1800,0
5799,3.8,73,1200,0
5800,3.7,42,900,1
5801,3.8,102,1600,0
5802,2.6,308,700,1
5803,4.0,107,400,1
5804,4.5,203,150,1
5805,3.9,134,550,1
5806,3.5,126,700,1
5807,3.7,75,300,1
5808,3.3,261,500,1
5809,3.9,169,600,1
5810,3.2,41,400,1
5811,4.0,53,400,1
5812,4.0,44,1100,1
5813,3.6,82,500,1
5814,3.9,49,400,1
5815,2.7,52,500,1
5816,3.8,169,250,1
5817,3.8,89,250,1
5818,2.9,46,550,1
5819,4.2,255,500,1
5820,3.9,158,1100,1
5821,3.9,146,600,1
5822,2.8,142,300,1
5823,4.4,194,1200,0
5824,4.4,264,1500,0
5825,4.0,2112,2000,3
5826,4.3,1708,1300,3
5827,4.3,2244,1100,3
5828,4.2,1289,1100,0
5829,3.9,681,1200,0
5830,4.0,933,1000,0
5831,3.9,746,1500,0
5832,4.4,4582,1700,3
5833,4.2,3119,2500,3
5834,4.7,3920,1500,3
5835,4.5,8382,2000,2
5836,4.4,864,3000,0
5837,4.4,2229,3000,3
5838,4.5,5265,2500,3
5839,4.4,2395,1500,3
5840,4.5,1576,1500,0
5841,4.2,2213,1700,3
5842,4.6,1217,1700,0
5843,4.3,609,1300,0
5844,4.3,3485,1700,3
5845,4.4,3656,1300,3
5846,4.4,2041,1200,3
5847,4.3,447,2000,0
5848,4.3,1030,1500,0
5849,4.3,596,2500,0
5850,4.4,488,1900,0
5851,4.3,2658,1300,3
5852,4.2,240,1500,0
5853,4.4,113,1000,1
5854,4.3,286,1200,0
5855,4.2,2272,1400,3
5856,4.2,1428,1300,0
5857,4.2,210,1000,1
5858,4.3,474,3000,0
5859,4.3,394,1600,0
5860,4.2,538,1500,0
5861,4.1,552,1100,0
5862,4.0,949,1100,0
5863,3.9,378,1000,1
5864,4.1,608,2800,0
5865,4.1,93,1000,1
5866,4.2,38,2000,0
5867,4.1,1543,1200,0
5868,4.0,1205,2000,0
5869,3.8,617,3000,0
5870,2.0,396,1500,0
5871,3.9,190,600,1
5872,2.7,402,1000,1
5873,3.9,234,1000,1
5874,3.7,294,1000,1
5875,4.0,93,2000,0
5876,4.0,62,1500,0
5877,3.9,72,2500,0
5878,4.0,195,3000,0
5879,3.8,108,1400,0
5880,4.0,97,2400,0
5881,4.2,258,1500,0
5882,4.7,4677,1300,3
5883,4.0,324,1300,0
5884,4.2,2022,1200,3
5885,4.0,113,2500,0
5886,3.8,73,1200,0
5887,4.4,194,1200,0
5888,4.4,1112,1200,0
5889,4.3,2244,1100,3
5890,4.2,1289,1100,0
5891,3.9,681,1200,0
5892,4.0,933,1000,0
5893,3.9,746,1500,0
5894,4.5,8382,2000,2
5895,4.5,5265,2500,3
5896,4.5,1576,1500,0
5897,4.6,1217,1700,0
5898,4.3,609,1300,0
5899,4.3,3485,1700,3
5900,4.4,2041,1200,3
5901,4.1,1330,2100,0
5902,4.3,596,2500,0
5903,4.4,488,1900,0
5904,4.3,2658,1300,3
5905,4.2,240,1500,0
5906,4.4,113,1000,1
5907,4.3,286,1200,0
5908,4.3,500,1300,0
5909,4.2,2272,1400,3
5910,4.2,1428,1300,0
5911,4.2,210,1000,1
5912,4.2,332,1000,1
5913,4.2,982,1000,0
5914,4.3,394,1600,0
5915,4.2,4428,1200,3
5916,4.0,188,1300,0
5917,4.2,538,1500,0
5918,4.1,552,1100,0
5919,4.0,164,1700,0
5920,4.3,225,2000,0
5921,4.0,949,1100,0
5922,3.9,378,1000,1
5923,4.1,93,1000,1
5924,4.2,121,1000,1
5925,4.1,765,1200,0
5926,4.1,270,4000,0
5927,4.2,38,2000,0
5928,4.4,424,3500,0
5929,4.1,1543,1200,0
5930,4.0,1205,2000,0
5931,4.1,336,1800,0
5932,4.4,183,1800,0
5933,3.9,190,600,1
5934,2.7,402,1000,1
5935,3.9,234,1000,1
5936,3.5,54,1800,0
5937,3.1,123,1200,0
5938,3.7,294,1000,1
5939,4.0,195,3000,0
5940,3.6,277,800,1
5941,3.8,108,1400,0
5942,4.2,258,1500,0
5943,3.9,96,1300,0
5944,4.7,4677,1300,3
5945,3.8,73,1200,0
5946,3.7,177,1200,0
5947,4.7,524,1500,0
5948,4.4,808,1200,0
5949,4.3,1147,1600,0
5950,4.5,860,600,1
5951,4.2,882,1100,0
5952,4.1,268,3000,0
5953,3.9,285,2200,0
5954,3.8,115,1200,0
5955,4.0,415,1400,0
5956,3.9,418,800,1
5957,3.7,266,2000,0
5958,3.2,426,900,1
5959,2.5,118,850,1
5960,3.5,43,800,1
5961,3.7,74,1500,0
5962,4.5,860,600,1
5963,4.1,351,700,1
5964,3.9,176,650,1
5965,3.2,79,500,1
5966,3.8,159,400,1
5967,3.1,64,600,1
5968,3.8,101,600,1
5969,3.0,119,700,1
5970,3.7,56,400,1
5971,4.0,134,400,1
5972,3.9,117,700,1
5973,4.0,65,200,1
5974,3.0,546,450,1
5975,3.7,152,200,1
5976,3.9,505,250,1
5977,3.4,83,300,1
5978,3.8,234,400,1
5979,3.2,234,500,1
5980,4.0,960,500,1
5981,4.2,564,500,1
5982,3.6,216,500,1
5983,4.1,150,200,1
5984,3.1,1365,700,0
5985,3.8,560,600,1
5986,4.5,860,600,1
5987,4.0,231,300,1
5988,3.7,945,500,1
5989,4.0,2043,800,3
5990,3.6,539,800,1
5991,4.0,117,300,1
5992,3.6,332,250,1
5993,4.0,138,500,1
5994,4.1,351,700,1
5995,3.7,570,300,1
5996,4.1,349,650,1
5997,4.0,593,400,1
5998,3.9,682,450,1
5999,3.8,490,500,1
6000,3.2,231,400,1
6001,3.8,571,600,1
6002,3.8,62,200,1
6003,3.6,88,400,1
6004,3.4,52,500,1
6005,3.8,237,400,1
6006,4.0,159,400,1
6007,3.7,130,400,1
6008,3.2,120,750,1
6009,3.8,270,500,1
6010,3.5,73,400,1
6011,3.4,275,450,1
6012,3.8,478,400,1
6013,2.9,78,150,1
6014,4.1,209,400,1
6015,4.0,371,450,1
6016,3.7,95,400,1
6017,3.4,173,650,1
6018,4.2,1134,800,0
6019,4.0,262,250,1
6020,3.7,522,450,1
6021,4.1,93,600,1
6022,3.3,211,550,1
6023,3.8,307,250,1
6024,4.0,407,250,1
6025,4.3,1386,900,0
6026,4.0,55,750,1
6027,3.6,98,700,1
6028,3.1,273,400,1
6029,3.9,81,500,1
6030,4.0,162,300,1
6031,3.2,79,500,1
6032,4.0,426,150,1
6033,3.9,678,800,1
6034,3.7,294,500,1
6035,3.6,399,700,1
6036,3.9,418,800,1
6037,3.8,514,750,1
6038,3.7,255,350,1
6039,3.7,110,400,1
6040,3.2,75,900,1
6041,3.9,176,300,1
6042,4.0,92,400,1
6043,3.5,148,700,1
6044,3.2,426,900,1
6045,3.6,75,350,1
6046,3.9,93,400,1
6047,3.7,100,700,1
6048,3.6,163,500,1
6049,3.2,63,400,1
6050,3.7,214,300,1
6051,3.6,453,600,1
6052,3.0,61,600,1
6053,3.2,153,450,1
6054,4.2,800,750,1
6055,3.8,159,400,1
6056,3.8,101,600,1
6057,3.9,163,250,1
6058,3.9,176,650,1
6059,3.9,56,600,1
6060,3.7,45,500,1
6061,3.7,54,450,1
6062,3.1,352,400,1
6063,2.8,297,600,1
6064,3.9,72,600,1
6065,4.0,537,1500,0
6066,4.3,1249,1200,0
6067,3.8,108,400,1
6068,3.7,56,400,1
6069,3.1,127,500,1
6070,2.7,477,400,1
6071,3.6,55,400,1
6072,3.8,473,650,1
6073,3.9,417,400,1
6074,3.0,60,500,1
6075,2.9,380,1000,1
6076,3.8,49,1200,0
6077,3.0,119,700,1
6078,3.4,184,900,1
6079,4.0,67,200,1
6080,3.6,74,500,1
6081,4.2,882,1100,0
6082,3.0,57,1000,1
6083,3.1,83,700,1
6084,3.6,196,600,1
6085,3.7,74,1500,0
6086,4.0,134,400,1
6087,3.7,38,500,1
6088,3.9,117,700,1
6089,3.7,56,500,1
6090,2.9,126,350,1
6091,2.4,142,450,1
6092,3.9,90,400,1
6093,3.5,42,400,1
6094,2.9,95,500,1
6095,3.8,57,500,1
6096,3.1,64,600,1
6097,3.7,266,2000,0
6098,4.5,863,600,1
6099,4.0,67,200,1
6100,2.8,124,250,1
6101,3.1,273,400,1
6102,3.7,54,450,1
6103,4.1,209,400,1
6104,3.0,60,500,1
6105,3.8,101,600,1
6106,3.7,56,400,1
6107,3.9,163,250,1
6108,4.0,135,400,1
6109,2.6,64,400,1
6110,3.9,117,700,1
6111,3.1,127,500,1
6112,3.9,81,500,1
6113,4.7,544,1500,0
6114,3.7,177,1200,0
6115,4.4,809,1200,0
6116,4.3,1265,1200,0
6117,4.3,1147,1600,0
6118,4.5,863,600,1
6119,4.2,882,1100,0
6120,4.0,537,1500,0
6121,4.3,1387,900,0
6122,4.2,1137,800,0
6123,4.3,169,1400,0
6124,4.0,1369,600,1
6125,3.8,473,650,1
6126,4.1,354,700,1
6127,4.0,2043,800,3
6128,4.1,268,3000,0
6129,4.3,385,1500,0
6130,3.6,180,1300,0
6131,3.9,285,2200,0
6132,3.9,407,450,1
6133,3.2,79,500,1
6134,3.7,294,500,1
6135,3.9,678,800,1
6136,3.8,571,600,1
6137,3.8,115,1200,0
6138,4.0,415,1400,0
6139,3.9,94,400,1
6140,3.6,98,700,1
6141,3.9,418,800,1
6142,3.6,213,400,1
6143,3.8,523,450,1
6144,3.7,267,2000,0
6145,3.7,159,400,1
6146,3.9,72,600,1
6147,4.1,163,1200,0
6148,3.1,1365,700,0
6149,3.1,64,600,1
6150,3.8,478,400,1
6151,3.6,74,500,1
6152,3.6,453,600,1
6153,3.2,426,900,1
6154,4.2,800,750,1
6155,3.5,148,700,1
6156,4.0,119,2500,0
6157,4.0,54,2200,0
6158,3.7,101,700,1
6159,3.4,183,900,1
6160,3.8,76,1500,0
6161,3.4,173,650,1
6162,3.8,514,750,1
6163,3.9,419,400,1
6164,2.9,380,1000,1
6165,3.0,119,700,1
6166,3.6,778,850,1
6167,3.6,116,1200,0
6168,3.2,154,450,1
6169,4.0,63,2500,0
6170,2.5,118,850,1
6171,3.7,70,500,1
6172,3.8,47,500,1
6173,3.0,57,1000,1
6174,3.1,83,700,1
6175,3.7,56,400,1
6176,3.0,61,600,1
6177,4.1,410,1500,0
6178,3.5,43,800,1
6179,3.6,399,700,1
6180,3.6,196,600,1
6181,3.0,291,550,1
6182,3.7,74,1500,0
6183,4.0,135,400,1
6184,3.6,539,800,1
6185,3.7,38,500,1
6186,3.9,117,700,1
6187,3.6,216,500,1
6188,3.7,56,500,1
6189,3.8,490,500,1
6190,3.9,176,300,1
6191,2.4,142,450,1
6192,2.9,95,500,1
6193,3.3,211,550,1
6194,3.2,63,400,1
6195,3.6,163,500,1
6196,3.5,73,400,1
6197,4.0,92,400,1
6198,4.0,170,350,1
6199,3.6,55,400,1
6200,3.9,177,650,1
6201,3.8,237,400,1
6202,4.0,262,250,1
6203,4.0,117,300,1
6204,4.0,130,400,1
6205,3.9,505,250,1
6206,4.0,145,400,1
6207,2.8,124,250,1
6208,3.1,273,400,1
6209,4.0,506,500,1
6210,3.5,154,450,1
6211,3.7,110,400,1
6212,3.7,123,500,1
6213,4.0,162,300,1
6214,3.9,57,200,1
6215,3.7,257,350,1
6216,3.7,131,400,1
6217,4.0,159,400,1
6218,3.8,76,300,1
6219,3.4,275,450,1
6220,4.0,427,150,1
6221,3.8,101,600,1
6222,3.2,231,400,1
6223,3.8,108,400,1
6224,3.4,83,300,1
6225,3.8,234,400,1
6226,3.7,214,300,1
6227,3.8,560,600,1
6228,3.6,88,400,1
6229,2.8,297,600,1
6230,2.7,195,750,1
6231,3.6,98,400,1
6232,3.7,45,500,1
6233,3.4,52,500,1
6234,3.8,307,250,1
6235,2.9,126,350,1
6236,3.5,42,400,1
6237,3.8,57,500,1
6238,3.7,95,400,1
6239,3.6,75,350,1
6240,3.6,60,500,1
6241,3.6,332,250,1
6242,3.7,570,300,1
6243,4.3,1265,1200,0
6244,4.4,809,1200,0
6245,3.6,116,1200,0
6246,4.0,537,1500,0
6247,4.3,169,1400,0
6248,3.6,180,1300,0
6249,4.1,163,1200,0
6250,4.0,119,2500,0
6251,3.4,183,900,1
6252,3.8,76,1500,0
6253,4.1,410,1500,0
6254,3.6,116,1200,0
6255,4.4,809,1200,0
6256,4.3,1265,1200,0
6257,4.0,537,1500,0
6258,4.3,169,1400,0
6259,3.6,180,1300,0
6260,4.1,163,1200,0
6261,3.8,49,1200,0
6262,3.4,183,900,1
6263,4.1,410,1500,0
6264,3.7,74,1500,0
6265,4.1,1864,750,3
6266,4.0,188,1300,0
6267,4.3,153,2800,0
6268,4.0,324,1300,0
6269,4.2,475,1700,0
6270,3.9,183,2200,0
6271,3.8,91,1800,0
6272,3.8,198,1600,0
6273,3.9,158,1100,1
6274,3.9,62,1100,1
6275,4.1,147,700,1
6276,3.8,362,700,1
6277,4.1,252,350,1
6278,2.9,45,600,1
6279,4.7,4678,1300,3
6280,4.3,2671,1200,3
6281,4.3,654,750,1
6282,4.2,164,750,1
6283,4.3,570,700,1
6284,4.1,153,300,1
6285,4.3,860,1000,0
6286,4.2,740,750,1
6287,3.9,462,800,1
6288,4.1,1852,650,3
6289,4.3,1133,800,0
6290,3.6,95,650,1
6291,4.0,47,750,1
6292,3.7,66,800,1
6293,4.2,432,700,1
6294,4.2,115,1000,1
6295,4.2,255,500,1
6296,4.2,382,500,1
6297,3.9,315,800,1
6298,3.8,37,400,1
6299,4.0,44,1100,1
6300,3.8,96,600,1
6301,3.9,61,450,1
6302,3.6,531,450,1
6303,4.3,285,500,1
6304,4.0,1393,600,1
6305,4.0,2692,750,3
6306,4.1,474,300,1
6307,3.7,117,300,1
6308,3.7,154,600,1
6309,4.4,1413,300,1
6310,3.9,169,600,1
6311,4.2,128,650,1
6312,3.9,58,600,1
6313,3.4,71,200,1
6314,3.8,61,400,1
6315,4.0,1074,350,1
6316,3.3,238,400,1
6317,3.9,418,800,1
6318,3.8,97,750,1
6319,3.8,89,250,1
6320,2.9,119,500,1
6321,4.2,1751,750,3
6322,4.1,3248,800,3
6323,4.4,691,1000,0
6324,3.8,104,500,1
6325,3.3,73,750,1
6326,2.7,67,400,1
6327,4.0,1080,550,1
6328,3.0,58,400,1
6329,4.1,735,950,0
6330,3.6,206,400,1
6331,4.1,389,600,1
6332,4.4,635,400,1
6333,4.3,331,300,1
6334,4.1,1447,800,0
6335,3.9,104,150,1
6336,4.1,58,200,1
6337,3.3,302,750,1
6338,4.1,205,250,1
6339,3.7,75,300,1
6340,4.4,2867,750,3
6341,3.7,89,400,1
6342,3.8,229,500,1
6343,3.7,93,400,1
6344,4.0,154,700,1
6345,2.6,227,600,1
6346,3.9,239,800,1
6347,4.1,229,550,1
6348,4.3,148,650,1
6349,3.1,59,400,1
6350,3.9,186,500,1
6351,4.3,378,1200,0
6352,3.7,42,900,1
6353,4.3,1434,1500,0
6354,4.1,298,800,1
6355,4.2,975,1100,0
6356,4.2,382,500,1
6357,4.3,765,1400,0
6358,4.1,1852,650,3
6359,3.6,68,450,1
6360,4.9,1743,400,3
6361,4.4,3657,1300,3
6362,3.8,194,800,1
6363,4.0,265,700,1
6364,4.0,176,750,1
6365,4.2,4734,1500,3
6366,3.6,54,600,1
6367,3.9,190,600,1
6368,3.8,127,400,1
6369,4.6,2496,1600,3
6370,3.9,59,500,1
6371,3.8,151,500,1
6372,3.9,135,600,1
6373,4.1,198,650,1
6374,4.0,47,300,1
6375,4.2,175,800,1
6376,3.9,107,600,1
6377,4.5,1401,1700,0
6378,4.3,2671,1200,3
6379,4.7,4678,1300,3
6380,3.9,306,500,1
6381,3.9,132,400,1
6382,3.9,851,700,1
6383,4.0,85,400,1
6384,4.2,5308,600,3
6385,4.3,397,1600,0
6386,3.9,258,650,1
6387,4.3,570,700,1
6388,3.9,200,400,1
6389,3.9,54,400,1
6390,4.0,29,500,1
6391,3.5,62,300,1
6392,3.1,112,1000,1
6393,4.3,2040,1500,3
6394,4.0,90,650,1
6395,4.5,1623,1300,0
6396,3.9,443,600,1
6397,4.4,1112,1200,0
6398,3.9,40,550,1
6399,3.8,173,300,1
6400,4.1,391,600,1
6401,4.1,617,1100,0
6402,3.9,67,500,1
6403,4.2,227,800,1
6404,3.7,123,400,1
6405,4.1,69,700,1
6406,4.0,558,900,1
6407,4.3,116,400,1
6408,2.4,48,450,1
6409,3.9,87,500,1
6410,3.9,1838,900,3
6411,4.4,216,450,1
6412,3.8,62,400,1
6413,3.6,76,450,1
6414,3.7,131,40,1
6415,4.0,209,550,1
6416,3.8,49,300,1
6417,4.4,2230,3000,3
6418,3.1,163,350,1
6419,4.1,382,700,1
6420,4.0,73,250,1
6421,4.3,184,650,1
6422,2.7,283,700,1
6423,4.0,48,200,1
6424,3.9,194,800,1
6425,4.0,289,300,1
6426,3.4,334,550,1
6427,4.0,69,750,1
6428,4.1,452,600,1
6429,3.9,85,450,1
6430,3.8,83,100,1
6431,2.6,125,500,1
6432,4.0,78,350,1
6433,3.9,117,600,1
6434,4.3,500,1300,0
6435,4.6,1219,1700,0
6436,4.2,131,180,1
6437,4.2,475,1700,0
6438,2.8,296,600,1
6439,3.9,1362,2100,0
6440,3.9,218,600,1
6441,3.9,255,700,1
6442,3.2,46,300,1
6443,3.9,149,500,1
6444,4.0,719,1000,0
6445,3.8,201,550,1
6446,4.3,904,2000,0
6447,3.4,63,500,1
6448,4.2,133,1500,0
6449,3.7,87,450,1
6450,4.3,7546,1500,2
6451,4.0,1022,700,1
6452,3.7,288,400,1
6453,4.1,402,750,1
6454,4.0,1098,1300,0
6455,4.3,688,1000,0
6456,3.0,566,400,1
6457,4.2,2924,1000,3
6458,4.3,1380,700,0
6459,4.0,105,500,1
6460,4.3,2840,800,3
6461,4.3,1707,1300,3
6462,3.9,205,500,1
6463,4.2,1766,750,3
6464,4.2,255,500,1
6465,3.9,96,1300,0
6466,3.9,450,700,1
6467,3.5,86,500,1
6468,3.5,126,700,1
6469,4.3,654,750,1
6470,4.1,836,800,1
6471,4.2,982,1000,0
6472,4.0,1913,2100,3
6473,3.9,119,1000,1
6474,3.7,184,500,1
6475,4.4,487,1900,0
6476,3.9,148,450,1
6477,4.1,42,150,1
6478,3.8,47,150,1
6479,3.0,110,700,1
6480,3.8,31,300,1
6481,4.0,2112,2000,3
6482,3.8,207,400,1
6483,4.3,860,1000,0
6484,4.0,781,650,1
6485,3.9,224,950,1
6486,3.9,49,150,1
6487,4.0,80,500,1
6488,3.9,84,300,1
6489,4.2,2273,1400,3
6490,4.0,929,800,1
6491,4.1,765,1200,0
6492,4.0,456,1000,1
6493,4.0,113,1000,1
6494,4.1,110,150,1
6495,4.1,461,700,1
6496,4.2,740,750,1
6497,4.4,1842,1500,3
6498,4.2,231,300,1
6499,3.8,106,200,1
6500,4.3,63,700,1
6501,3.7,66,800,1
6502,3.9,201,250,1
6503,4.4,864,1800,0
6504,3.8,111,500,1
6505,3.7,73,350,1
6506,4.0,48,1500,0
6507,4.4,319,800,1
6508,4.2,121,1000,1
6509,3.9,51,200,1
6510,3.9,134,550,1
6511,2.8,56,400,1
6512,4.2,392,500,1
6513,3.5,62,400,1
6514,3.8,149,250,1
6515,4.0,933,1000,0
6516,4.2,854,1400,0
6517,4.0,868,400,1
6518,3.9,205,800,1
6519,4.4,223,700,1
6520,3.5,98,600,1
6521,4.1,183,550,1
6522,4.0,169,600,1
6523,2.9,50,350,1
6524,4.1,1120,1500,0
6525,4.3,3135,1500,3
6526,3.7,58,500,1
6527,3.7,81,200,1
6528,3.6,91,550,1
6529,4.4,68,300,1
6530,4.0,608,1100,0
6531,4.4,218,850,1
6532,3.8,37,400,1
6533,3.9,43,150,1
6534,3.9,221,850,1
6535,3.7,161,700,1
6536,3.8,59,300,1
6537,4.2,858,1800,0
6538,3.7,32,800,1
6539,3.8,91,1800,0
6540,3.6,196,600,1
6541,4.1,297,1000,1
6542,3.7,279,800,1
6543,4.0,1207,2000,0
6544,4.0,72,400,1
6545,4.2,34,300,1
6546,3.4,50,600,1
6547,3.7,59,1500,0
6548,3.8,137,750,1
6549,2.2,406,1000,1
6550,4.0,580,1500,0
6551,3.8,260,700,1
6552,3.9,55,400,1
6553,4.1,147,700,1
6554,3.7,58,300,1
6555,4.2,1208,600,1
6556,4.1,153,300,1
6557,4.1,125,900,1
6558,3.9,49,400,1
6559,4.0,134,450,1
6560,3.6,95,650,1
6561,3.8,56,500,1
6562,3.8,81,800,1
6563,3.9,462,800,1
6564,4.3,226,2000,0
6565,4.3,950,750,1
6566,4.3,3485,1700,3
6567,4.2,432,700,1
6568,4.0,378,850,1
6569,3.8,61,1000,1
6570,3.8,72,650,1
6571,2.1,254,500,1
6572,3.4,122,600,1
6573,2.7,52,500,1
6574,3.9,65,250,1
6575,3.8,66,200,1
6576,4.0,68,250,1
6577,4.2,142,500,1
6578,3.9,371,200,1
6579,4.1,252,350,1
6580,4.3,241,100,1
6581,3.8,298,1200,0
6582,3.9,431,550,1
6583,3.3,41,600,1
6584,3.8,41,500,1
6585,4.3,783,300,1
6586,3.8,362,700,1
6587,4.1,162,300,1
6588,4.2,93,300,1
6589,4.2,1876,800,3
6590,3.8,263,700,1
6591,2.5,90,300,1
6592,3.6,104,800,1
6593,3.9,53,1200,0
6594,3.8,41,400,1
6595,3.8,96,600,1
6596,2.8,142,300,1
6597,4.2,1347,1700,0
6598,3.7,110,550,1
6599,4.0,188,1300,0
6600,3.8,77,250,1
6601,4.4,2266,1100,3
6602,4.2,164,750,1
6603,4.3,1133,800,0
6604,4.0,47,750,1
6605,4.1,407,700,1
6606,4.0,53,400,1
6607,3.7,61,200,1
6608,3.9,158,1100,1
6609,4.1,399,300,1
6610,3.4,27,300,1
6611,3.8,51,300,1
6612,4.1,179,400,1
6613,3.7,68,500,1
6614,4.0,128,600,1
6615,3.8,198,1600,0
6616,3.5,140,600,1
6617,4.1,211,200,1
6618,4.3,346,150,1
6619,4.1,219,400,1
6620,4.0,102,150,1
6621,4.1,147,700,1
6622,4.2,142,500,1
6623,4.3,241,100,1
6624,3.9,149,500,1
6625,3.7,54,300,1
6626,4.0,73,250,1
6627,4.2,267,250,1
6628,4.1,252,350,1
6629,4.0,80,500,1
6630,3.8,41,500,1
6631,2.8,142,300,1
6632,3.6,223,300,1
6633,4.0,78,350,1
6634,3.8,59,300,1
6635,3.9,54,400,1
6636,3.9,73,150,1
6637,4.7,4678,1300,3
6638,4.8,392,400,1
6639,4.3,654,750,1
6640,4.3,570,700,1
6641,4.2,432,700,1
6642,4.0,98,400,1
6643,4.2,255,500,1
6644,3.8,41,400,1
6645,3.8,31,300,1
6646,4.2,34,300,1
6647,3.4,27,300,1
6648,4.3,267,700,1
6649,3.9,135,600,1
6650,4.4,2867,750,3
6651,4.1,1447,800,0
6652,4.1,69,700,1
6653,4.3,1380,700,0
6654,3.9,851,700,1
6655,3.9,443,600,1
6656,3.9,62,1100,1
6657,3.9,431,550,1
6658,4.0,169,600,1
6659,4.0,608,1100,0
6660,4.0,580,1500,0
6661,3.9,194,800,1
6662,3.9,221,850,1
6663,3.9,255,700,1
6664,3.6,196,600,1
6665,4.1,1864,750,3
6666,4.0,105,500,1
6667,3.9,119,1000,1
6668,3.8,229,500,1
6669,3.9,306,500,1
6670,3.9,450,700,1
6671,3.8,362,700,1
6672,3.6,54,600,1
6673,3.5,126,700,1
6674,3.8,61,1000,1
6675,3.5,62,300,1
6676,2.7,52,500,1
6677,3.7,40,1000,1
6678,3.3,302,750,1
6679,2.9,45,600,1
6680,3.1,112,1000,1
6681,4.1,211,200,1
6682,4.3,783,300,1
6683,3.7,58,500,1
6684,3.7,75,300,1
6685,3.9,169,600,1
6686,3.9,132,400,1
6687,3.7,288,400,1
6688,4.0,102,150,1
6689,4.1,147,700,1
6690,3.9,49,400,1
6691,3.3,263,400,1
6692,3.7,81,200,1
6693,3.8,89,250,1
6694,4.1,38,500,1
6695,2.8,142,300,1
6696,3.6,74,600,1
6697,4.1,530,500,1
6698,3.9,161,500,1
6699,4.0,188,1300,0
6700,4.2,175,800,1
6701,4.0,108,550,1
6702,3.7,110,550,1
6703,3.6,60,450,1
6704,2.9,238,800,1
6705,2.5,433,650,1
6706,4.1,407,700,1
6707,3.8,59,300,1
6708,2.8,296,600,1
6709,3.7,32,800,1
6710,3.6,223,300,1
6711,3.9,75,150,1
6712,3.9,645,600,1
6713,4.0,78,350,1
6714,3.0,33,400,1
6715,2.7,92,500,1
6716,4.1,399,300,1
6717,3.8,38,300,1
6718,4.7,4678,1300,3
6719,4.3,153,2800,0
6720,4.3,2671,1200,3
6721,4.1,2047,1600,3
6722,4.2,170,1000,1
6723,4.3,597,2500,0
6724,4.2,141,2500,0
6725,4.4,2266,1100,3
6726,4.1,617,1100,0
6727,4.2,1428,1300,0
6728,4.5,1623,1300,0
6729,3.9,117,600,1
6730,4.2,982,1000,0
6731,4.0,1098,1300,0
6732,4.3,654,750,1
6733,4.5,550,1800,0
6734,4.2,164,750,1
6735,4.3,570,700,1
6736,4.2,858,1800,0
6737,4.1,80,3000,0
6738,4.0,324,1300,0
6739,4.2,475,1700,0
6740,4.1,153,300,1
6741,4.1,391,600,1
6742,4.1,765,1200,0
6743,4.3,860,1000,0
6744,4.2,740,750,1
6745,4.3,148,650,1
6746,4.3,904,2000,0
6747,3.9,49,3000,0
6748,4.3,226,2000,0
6749,4.0,176,750,1
6750,3.9,462,800,1
6751,4.1,1852,650,3
6752,4.3,1133,800,0
6753,3.9,183,2200,0
6754,3.6,95,650,1
6755,4.0,378,850,1
6756,3.7,66,800,1
6757,4.2,432,700,1
6758,3.7,161,700,1
6759,4.2,115,1000,1
6760,2.7,402,1000,1
6761,3.3,200,700,1
6762,4.1,402,750,1
6763,3.8,91,1800,0
6764,3.4,63,500,1
6765,3.8,207,400,1
6766,3.9,87,500,1
6767,3.8,198,1600,0
6768,4.2,255,500,1
6769,3.9,104,150,1
6770,3.5,86,500,1
6771,4.0,107,400,1
6772,4.0,62,1500,0
6773,3.6,42,400,1
6774,4.1,205,250,1
6775,4.2,382,500,1
6776,3.9,134,550,1
6777,3.8,81,800,1
6778,3.9,315,800,1
6779,3.8,37,400,1
6780,3.8,51,300,1
6781,4.0,53,400,1
6782,4.0,44,1100,1
6783,3.8,96,600,1
6784,3.7,61,200,1
6785,3.9,61,450,1
6786,3.9,158,1100,1
6787,3.8,149,250,1
6788,3.2,46,300,1
6789,3.9,119,800,1
6790,2.8,40,400,1
6791,2.8,56,400,1
